geographyid,region,date,monthsofsupply,mediansaleprice
19460,"Decatur, AL",2016-09-01,3.5,129000
42460,"Scottsboro, AL",2017-12-01,4.0,142000
22840,"Fort Payne, AL",2019-03-01,8.0,134000
23460,"Gadsden, AL",2019-05-01,5.0,145000
13820,"Birmingham, AL",2019-07-01,3.2,213000
23460,"Gadsden, AL",2019-08-01,4.2,154000
31680,"Malvern, AR",2013-01-01,20.0,88000
38220,"Pine Bluff, AR",2015-01-01,9.4,83000
30780,"Little Rock, AR",2015-02-01,6.4,147000
12900,"Batesville, AR",2015-08-01,13.4,61000
38220,"Pine Bluff, AR",2016-04-01,6.3,68000
12900,"Batesville, AR",2016-05-01,6.7,49000
30780,"Little Rock, AR",2016-06-01,4.4,162000
26300,"Hot Springs, AR",2017-02-01,10.4,140000
26300,"Hot Springs, AR",2017-06-01,5.7,170000
38220,"Pine Bluff, AR",2017-06-01,6.5,84000
26300,"Hot Springs, AR",2017-12-01,5.1,145000
42620,"Searcy, AR",2018-12-01,7.5,100000
42620,"Searcy, AR",2019-07-01,3.7,131000
40980,"Saginaw, MI",2020-11-01,1.3,119000
42940,"Sevierville, TN",2012-07-01,7.5,137000
35380,"New Orleans, LA",2016-10-01,5.3,185000
13620,"Berlin, NH",2014-09-01,9.1,115000
49660,"Youngstown, OH",2017-01-01,5.9,67000
27600,"Jefferson, GA",2014-11-01,6.6,170000
28300,"Keene, NH",2013-06-01,4.6,175000
22780,"Fort Leonard Wood, MO",2016-11-01,12.9,145000
42220,"Santa Rosa, CA",2013-02-01,2.1,365000
22180,"Fayetteville, NC",2014-02-01,8.8,150000
46700,"Vallejo, CA",2012-11-01,1.2,210000
32500,"Maysville, KY",2017-08-01,9.0,345000
16540,"Chambersburg, PA",2020-12-01,1.0,199000
16500,"Centralia, WA",2019-01-01,3.7,236000
48864,"Wilmington, DE",2018-04-01,3.5,200000
35580,"New Ulm, MN",2014-05-01,3.4,110000
11260,"Anchorage, AK",2016-03-01,6.0,276000
11260,"Anchorage, AK",2016-09-01,5.5,300000
11260,"Anchorage, AK",2017-11-01,6.1,281000
11260,"Anchorage, AK",2018-03-01,6.2,278000
23460,"Gadsden, AL",2012-05-01,4.1,90000
26620,"Huntsville, AL",2012-05-01,4.2,165000
23460,"Gadsden, AL",2012-10-01,5.3,98000
42460,"Scottsboro, AL",2012-10-01,5.9,91000
19460,"Decatur, AL",2013-03-01,4.0,100000
26620,"Huntsville, AL",2013-04-01,5.0,153000
22840,"Fort Payne, AL",2013-05-01,5.9,103000
45180,"Talladega, AL",2013-08-01,5.0,141000
26620,"Huntsville, AL",2013-11-01,5.3,152000
10700,"Albertville, AL",2014-02-01,5.9,92000
22840,"Fort Payne, AL",2014-05-01,6.5,85000
13820,"Birmingham, AL",2014-10-01,4.1,163000
13820,"Birmingham, AL",2015-06-01,2.9,190000
19460,"Decatur, AL",2015-09-01,4.0,120000
13820,"Birmingham, AL",2016-07-01,4.6,185000
11500,"Anniston, AL",2016-09-01,8.2,107000
23460,"Gadsden, AL",2016-11-01,5.8,89000
22840,"Fort Payne, AL",2016-12-01,3.8,108000
26620,"Huntsville, AL",2017-09-01,3.4,180000
42460,"Scottsboro, AL",2018-02-01,5.6,189000
10700,"Albertville, AL",2018-04-01,5.5,127000
10700,"Albertville, AL",2018-10-01,4.3,152000
13820,"Birmingham, AL",2019-01-01,5.1,187000
23460,"Gadsden, AL",2019-02-01,9.0,138000
21820,"Fairbanks, AK",2012-12-01,4.2,211000
21820,"Fairbanks, AK",2014-04-01,6.4,208000
11260,"Anchorage, AK",2015-08-01,5.1,281000
21820,"Fairbanks, AK",2019-04-01,7.2,277000
13820,"Birmingham, AL",2012-04-01,4.3,137000
19460,"Decatur, AL",2012-05-01,4.6,133000
26620,"Huntsville, AL",2012-12-01,5.1,174000
13820,"Birmingham, AL",2013-02-01,5.3,141000
10700,"Albertville, AL",2013-10-01,4.7,118000
42460,"Scottsboro, AL",2014-02-01,4.5,79000
42460,"Scottsboro, AL",2014-03-01,3.7,85000
26620,"Huntsville, AL",2014-04-01,4.7,155000
45180,"Talladega, AL",2015-05-01,5.9,100000
19460,"Decatur, AL",2015-06-01,3.5,108000
22840,"Fort Payne, AL",2015-08-01,7.3,110000
13820,"Birmingham, AL",2015-09-01,4.7,170000
23460,"Gadsden, AL",2015-11-01,6.6,105000
22840,"Fort Payne, AL",2015-12-01,4.8,113000
13820,"Birmingham, AL",2016-03-01,5.1,172000
19460,"Decatur, AL",2016-05-01,4.2,123000
22840,"Fort Payne, AL",2016-05-01,5.1,124000
10700,"Albertville, AL",2016-08-01,3.5,121000
26620,"Huntsville, AL",2017-02-01,4.9,180000
10760,"Alexander City, AL",2017-04-01,8.0,250000
13820,"Birmingham, AL",2017-06-01,3.8,202000
10700,"Albertville, AL",2017-08-01,2.8,125000
10760,"Alexander City, AL",2017-10-01,12.0,175000
23460,"Gadsden, AL",2018-02-01,5.3,118000
42460,"Scottsboro, AL",2018-07-01,4.7,165000
10700,"Albertville, AL",2018-12-01,5.1,136000
22840,"Fort Payne, AL",2019-02-01,4.6,120000
19460,"Decatur, AL",2019-05-01,2.9,157000
22840,"Fort Payne, AL",2019-09-01,4.7,141000
26620,"Huntsville, AL",2019-11-01,2.6,229000
10700,"Albertville, AL",2020-08-01,2.1,176000
26300,"Hot Springs, AR",2012-06-01,5.5,130000
42620,"Searcy, AR",2012-06-01,3.0,138000
42620,"Searcy, AR",2012-07-01,2.8,139000
38220,"Pine Bluff, AR",2013-04-01,9.3,70000
38220,"Pine Bluff, AR",2014-03-01,13.0,89000
30780,"Little Rock, AR",2014-11-01,7.3,140000
26300,"Hot Springs, AR",2015-02-01,10.4,128000
26300,"Hot Springs, AR",2015-08-01,8.3,135000
12900,"Batesville, AR",2016-01-01,12.0,47000
11260,"Anchorage, AK",2012-06-01,6.3,260000
21820,"Fairbanks, AK",2013-01-01,5.1,210000
21820,"Fairbanks, AK",2013-11-01,6.5,210000
21820,"Fairbanks, AK",2014-11-01,6.9,222000
11260,"Anchorage, AK",2018-09-01,5.6,292000
21820,"Fairbanks, AK",2018-12-01,4.7,245000
21820,"Fairbanks, AK",2019-12-01,3.9,235000
21820,"Fairbanks, AK",2020-03-01,5.6,250000
21820,"Fairbanks, AK",2020-06-01,3.7,237000
21820,"Fairbanks, AK",2020-12-01,1.1,282000
10700,"Albertville, AL",2012-07-01,4.5,114000
45180,"Talladega, AL",2013-02-01,6.3,108000
13820,"Birmingham, AL",2013-04-01,4.1,160000
19460,"Decatur, AL",2013-05-01,3.8,128000
19460,"Decatur, AL",2013-08-01,3.9,118000
45180,"Talladega, AL",2014-06-01,5.3,118000
19460,"Decatur, AL",2014-08-01,4.8,121000
19460,"Decatur, AL",2015-03-01,5.6,104000
45180,"Talladega, AL",2015-04-01,6.8,106000
11500,"Anniston, AL",2015-06-01,6.4,84000
42460,"Scottsboro, AL",2015-06-01,3.9,120000
23460,"Gadsden, AL",2015-07-01,4.6,94000
10760,"Alexander City, AL",2015-08-01,4.0,77000
23460,"Gadsden, AL",2015-09-01,4.5,87000
19460,"Decatur, AL",2016-02-01,5.4,115000
19460,"Decatur, AL",2016-03-01,4.6,111000
23460,"Gadsden, AL",2016-06-01,3.6,114000
10700,"Albertville, AL",2016-10-01,4.5,109000
42460,"Scottsboro, AL",2017-02-01,8.3,82000
10700,"Albertville, AL",2017-03-01,3.6,118000
19460,"Decatur, AL",2017-07-01,4.2,125000
23460,"Gadsden, AL",2017-07-01,3.7,136000
23460,"Gadsden, AL",2017-08-01,3.4,131000
23460,"Gadsden, AL",2017-12-01,5.1,116000
19460,"Decatur, AL",2018-05-01,3.1,150000
22840,"Fort Payne, AL",2018-05-01,6.0,118000
23460,"Gadsden, AL",2018-08-01,3.9,130000
13820,"Birmingham, AL",2018-10-01,3.9,195000
45180,"Talladega, AL",2018-11-01,6.2,118000
22840,"Fort Payne, AL",2019-06-01,8.2,149000
45180,"Talladega, AL",2019-08-01,4.2,155000
10700,"Albertville, AL",2019-10-01,4.0,155000
19460,"Decatur, AL",2019-11-01,2.8,141000
45180,"Talladega, AL",2020-02-01,6.6,142000
11260,"Anchorage, AK",2012-07-01,6.7,266000
11260,"Anchorage, AK",2012-09-01,7.1,265000
11260,"Anchorage, AK",2013-07-01,5.7,279000
11260,"Anchorage, AK",2014-08-01,5.1,275000
21820,"Fairbanks, AK",2014-09-01,6.2,215000
21820,"Fairbanks, AK",2016-06-01,4.5,254000
21820,"Fairbanks, AK",2016-09-01,4.1,244000
11260,"Anchorage, AK",2017-08-01,5.3,285000
11260,"Anchorage, AK",2019-06-01,5.3,300000
19460,"Decatur, AL",2012-03-01,5.2,111000
26620,"Huntsville, AL",2012-03-01,5.0,148000
42460,"Scottsboro, AL",2012-05-01,4.9,109000
10700,"Albertville, AL",2012-06-01,4.4,103000
45180,"Talladega, AL",2012-06-01,6.2,127000
19460,"Decatur, AL",2012-09-01,4.2,96000
23460,"Gadsden, AL",2013-02-01,4.6,105000
23460,"Gadsden, AL",2013-04-01,5.7,92000
11500,"Anniston, AL",2013-11-01,6.3,100000
10760,"Alexander City, AL",2014-08-01,4.0,25000
45180,"Talladega, AL",2014-09-01,5.8,138000
22840,"Fort Payne, AL",2014-10-01,5.6,85000
45180,"Talladega, AL",2015-01-01,11.5,80000
10760,"Alexander City, AL",2015-06-01,2.0,130000
10700,"Albertville, AL",2015-10-01,4.8,113000
45180,"Talladega, AL",2015-12-01,11.8,135000
45180,"Talladega, AL",2016-01-01,21.8,132000
22840,"Fort Payne, AL",2016-02-01,6.5,83000
10700,"Albertville, AL",2016-07-01,4.0,136000
23460,"Gadsden, AL",2016-09-01,3.9,105000
45180,"Talladega, AL",2016-10-01,9.2,150000
10760,"Alexander City, AL",2016-11-01,3.3,132000
45180,"Talladega, AL",2016-12-01,11.1,126000
10700,"Albertville, AL",2017-05-01,3.4,123000
11500,"Anniston, AL",2017-05-01,4.6,100000
10700,"Albertville, AL",2017-09-01,4.1,141000
10700,"Albertville, AL",2017-12-01,4.3,119000
19460,"Decatur, AL",2018-01-01,4.2,130000
10760,"Alexander City, AL",2018-02-01,6.0,91000
42460,"Scottsboro, AL",2018-04-01,4.2,135000
10700,"Albertville, AL",2019-01-01,8.3,118000
19460,"Decatur, AL",2019-02-01,5.4,145000
42460,"Scottsboro, AL",2019-02-01,8.2,156000
10760,"Alexander City, AL",2019-05-01,10.0,131000
11500,"Anniston, AL",2019-12-01,4.2,124000
10760,"Alexander City, AL",2020-01-01,5.5,254000
11500,"Anniston, AL",2020-01-01,6.5,100000
11260,"Anchorage, AK",2015-07-01,4.9,280000
21820,"Fairbanks, AK",2016-11-01,3.1,250000
11260,"Anchorage, AK",2019-11-01,5.0,290000
26620,"Huntsville, AL",2012-02-01,5.8,154000
13820,"Birmingham, AL",2012-05-01,4.0,155000
23460,"Gadsden, AL",2012-08-01,4.5,105000
26620,"Huntsville, AL",2012-08-01,3.8,175000
10700,"Albertville, AL",2013-04-01,5.9,90000
10760,"Alexander City, AL",2013-07-01,0.5,67000
23460,"Gadsden, AL",2014-08-01,5.3,107000
11500,"Anniston, AL",2014-09-01,5.7,107000
11500,"Anniston, AL",2014-11-01,7.6,86000
10700,"Albertville, AL",2014-12-01,4.5,90000
45180,"Talladega, AL",2014-12-01,8.2,112000
42460,"Scottsboro, AL",2015-03-01,3.5,82000
42460,"Scottsboro, AL",2015-05-01,5.3,70000
26620,"Huntsville, AL",2015-06-01,3.1,175000
19460,"Decatur, AL",2015-11-01,5.6,130000
45180,"Talladega, AL",2015-11-01,16.3,130000
42460,"Scottsboro, AL",2015-12-01,7.2,105000
10760,"Alexander City, AL",2016-06-01,6.0,157000
13820,"Birmingham, AL",2016-08-01,4.0,177000
22840,"Fort Payne, AL",2016-08-01,4.5,130000
22840,"Fort Payne, AL",2017-01-01,6.2,89000
13820,"Birmingham, AL",2017-03-01,4.1,175000
13820,"Birmingham, AL",2017-09-01,4.5,191000
23460,"Gadsden, AL",2017-09-01,3.6,116000
45180,"Talladega, AL",2018-03-01,5.4,140000
22840,"Fort Payne, AL",2018-04-01,4.5,126000
23460,"Gadsden, AL",2018-04-01,3.9,118000
11500,"Anniston, AL",2018-07-01,5.0,125000
13820,"Birmingham, AL",2018-12-01,4.1,198000
22840,"Fort Payne, AL",2019-05-01,5.4,124000
19460,"Decatur, AL",2019-07-01,2.9,155000
10760,"Alexander City, AL",2020-08-01,1.0,70000
13820,"Birmingham, AL",2020-08-01,2.3,236000
22840,"Fort Payne, AL",2020-09-01,2.6,155000
31680,"Malvern, AR",2012-11-01,7.8,97000
38220,"Pine Bluff, AR",2012-12-01,10.1,64000
26300,"Hot Springs, AR",2013-04-01,9.4,154000
26300,"Hot Springs, AR",2013-08-01,7.7,131000
30780,"Little Rock, AR",2013-08-01,5.7,153000
30780,"Little Rock, AR",2013-11-01,8.3,142000
12900,"Batesville, AR",2013-12-01,37.3,58000
30780,"Little Rock, AR",2014-02-01,7.7,137000
42034,"San Rafael, CA",2013-06-01,1.9,845000
42200,"Santa Maria, CA",2013-08-01,2.5,473000
40140,"Riverside, CA",2013-11-01,3.0,258000
41500,"Salinas, CA",2013-11-01,3.0,400000
46020,"Truckee, CA",2014-06-01,3.1,346000
31460,"Madera, CA",2014-07-01,5.0,209000
46700,"Vallejo, CA",2014-07-01,1.9,329000
23420,"Fresno, CA",2014-08-01,3.3,210000
41500,"Salinas, CA",2014-10-01,3.3,415000
42220,"Santa Rosa, CA",2014-12-01,1.3,470000
36084,"Oakland, CA",2015-03-01,1.4,555000
41740,"San Diego, CA",2015-10-01,2.6,465000
11244,"Anaheim, CA",2015-12-01,2.2,605000
42034,"San Rafael, CA",2015-12-01,1.3,900000
42034,"San Rafael, CA",2016-01-01,2.4,808000
33700,"Modesto, CA",2016-03-01,1.8,260000
41940,"San Jose, CA",2016-11-01,1.3,880000
40900,"Sacramento, CA",2016-12-01,1.4,340000
42020,"San Luis Obispo, CA",2016-12-01,2.8,539000
36084,"Oakland, CA",2017-06-01,1.0,710000
37100,"Oxnard, CA",2017-07-01,2.1,571000
17020,"Chico, CA",2017-08-01,2.3,285000
41740,"San Diego, CA",2017-09-01,2.0,547000
40900,"Sacramento, CA",2017-10-01,1.9,380000
17020,"Chico, CA",2018-03-01,2.6,295000
31080,"Los Angeles, CA",2018-08-01,2.8,629000
17020,"Chico, CA",2019-04-01,2.2,342000
17020,"Chico, CA",2019-05-01,2.3,341000
36084,"Oakland, CA",2019-06-01,1.6,770000
42034,"San Rafael, CA",2019-11-01,1.9,1100000
33700,"Modesto, CA",2019-12-01,1.6,331000
32900,"Merced, CA",2020-01-01,3.1,293000
17020,"Chico, CA",2020-02-01,2.6,329000
40140,"Riverside, CA",2020-02-01,3.6,390000
42020,"San Luis Obispo, CA",2020-02-01,3.7,625000
46020,"Truckee, CA",2020-02-01,4.1,458000
46020,"Truckee, CA",2020-04-01,4.8,480000
17340,"Clearlake, CA",2020-05-01,7.5,287000
31080,"Los Angeles, CA",2020-09-01,2.5,730000
42034,"San Rafael, CA",2020-11-01,1.5,1249000
19740,"Denver, CO",2012-05-01,2.2,238000
44540,"Sterling, CO",2013-03-01,4.1,79000
14500,"Boulder, CO",2014-06-01,1.9,367000
19740,"Denver, CO",2015-01-01,2.1,281000
44460,"Steamboat Springs, CO",2015-07-01,6.4,375000
44460,"Steamboat Springs, CO",2015-12-01,5.8,423000
14720,"Breckenridge, CO",2017-02-01,9.8,526000
22660,"Fort Collins, CO",2017-03-01,3.0,349000
44540,"Sterling, CO",2017-09-01,1.7,148000
14500,"Boulder, CO",2017-11-01,1.9,465000
14500,"Boulder, CO",2018-02-01,2.4,500000
44540,"Sterling, CO",2018-12-01,3.3,160000
22660,"Fort Collins, CO",2019-12-01,2.6,395000
14720,"Breckenridge, CO",2020-03-01,7.8,803000
17820,"Colorado Springs, CO",2020-04-01,,nan
14720,"Breckenridge, CO",2020-06-01,4.4,608000
35980,"Norwich, CT",2014-02-01,14.1,145000
14860,"Bridgeport, CT",2019-02-01,8.0,330000
35980,"Norwich, CT",2019-06-01,4.1,242000
47900,"Washington, DC",2014-09-01,4.0,350000
48864,"Wilmington, DE",2014-10-01,6.3,198000
20100,"Dover, DE",2014-11-01,7.3,184000
20100,"Dover, DE",2016-01-01,8.3,194000
20100,"Dover, DE",2016-08-01,5.7,199000
27260,"Jacksonville, FL",2012-04-01,7.3,140000
48424,"West Palm Beach, FL",2012-07-01,5.1,143000
39460,"Punta Gorda, FL",2013-02-01,7.6,120000
38940,"Port St. Lucie, FL",2014-01-01,6.1,128000
48424,"West Palm Beach, FL",2014-06-01,4.4,222000
11580,"Arcadia, FL",2014-09-01,5.3,103000
15980,"Cape Coral, FL",2015-10-01,3.9,185000
17500,"Clewiston, FL",2015-10-01,6.4,76000
45540,"The Villages, FL",2016-04-01,4.1,213000
37260,"Palatka, FL",2017-02-01,3.8,105000
37340,"Palm Bay, FL",2017-02-01,4.5,188000
18880,"Crestview, FL",2017-03-01,0.0,270000
42680,"Sebastian, FL",2017-07-01,4.7,220000
42680,"Sebastian, FL",2018-02-01,6.8,225000
35840,"North Port, FL",2018-05-01,3.3,269000
36740,"Orlando, FL",2018-05-01,2.2,245000
38940,"Port St. Lucie, FL",2018-10-01,4.7,230000
34940,"Naples, FL",2018-11-01,7.9,349000
42680,"Sebastian, FL",2018-12-01,6.0,235000
45300,"Tampa, FL",2019-01-01,4.4,220000
19660,"Deltona, FL",2019-03-01,3.9,209000
11580,"Arcadia, FL",2019-07-01,4.0,175000
37340,"Palm Bay, FL",2019-09-01,3.9,230000
11260,"Anchorage, AK",2013-10-01,4.2,265000
21820,"Fairbanks, AK",2014-10-01,4.3,219000
11260,"Anchorage, AK",2015-11-01,6.1,270000
11260,"Anchorage, AK",2016-08-01,5.0,280000
21820,"Fairbanks, AK",2017-05-01,4.2,247000
21820,"Fairbanks, AK",2017-06-01,3.5,241000
21820,"Fairbanks, AK",2018-07-01,6.0,275000
21820,"Fairbanks, AK",2019-11-01,5.6,235000
11260,"Anchorage, AK",2020-04-01,4.8,320000
11260,"Anchorage, AK",2020-11-01,1.8,326000
19460,"Decatur, AL",2013-01-01,5.7,121000
11500,"Anniston, AL",2013-05-01,5.3,114000
23460,"Gadsden, AL",2013-05-01,5.0,100000
10700,"Albertville, AL",2013-08-01,3.9,87000
19460,"Decatur, AL",2013-12-01,4.6,107000
11500,"Anniston, AL",2014-01-01,6.4,91000
10760,"Alexander City, AL",2014-03-01,3.0,7000
11500,"Anniston, AL",2014-05-01,5.0,85000
13820,"Birmingham, AL",2014-06-01,3.6,177000
10700,"Albertville, AL",2014-09-01,4.9,110000
23460,"Gadsden, AL",2014-11-01,5.9,104000
13820,"Birmingham, AL",2015-12-01,5.6,167000
11500,"Anniston, AL",2017-04-01,6.5,112000
45180,"Talladega, AL",2017-10-01,7.9,138000
10760,"Alexander City, AL",2018-01-01,9.0,170000
10700,"Albertville, AL",2018-03-01,4.8,126000
19460,"Decatur, AL",2018-03-01,3.8,142000
13820,"Birmingham, AL",2018-04-01,3.4,195000
45180,"Talladega, AL",2018-10-01,6.5,149000
10700,"Albertville, AL",2018-11-01,4.2,139000
19460,"Decatur, AL",2019-01-01,5.1,136000
13820,"Birmingham, AL",2019-12-01,3.0,211000
10760,"Alexander City, AL",2020-04-01,8.0,45000
45180,"Talladega, AL",2020-04-01,5.0,154000
10760,"Alexander City, AL",2020-05-01,9.0,226000
19460,"Decatur, AL",2020-07-01,1.8,193000
38220,"Pine Bluff, AR",2012-03-01,13.4,115000
26300,"Hot Springs, AR",2012-09-01,6.6,167000
31680,"Malvern, AR",2012-09-01,5.9,110000
30780,"Little Rock, AR",2013-12-01,6.9,145000
26300,"Hot Springs, AR",2014-01-01,12.0,148000
26300,"Hot Springs, AR",2014-06-01,7.7,165000
38220,"Pine Bluff, AR",2014-06-01,9.4,75000
38220,"Pine Bluff, AR",2014-07-01,7.5,80000
21820,"Fairbanks, AK",2012-03-01,5.7,184000
11260,"Anchorage, AK",2012-05-01,6.2,249000
11260,"Anchorage, AK",2020-07-01,2.0,320000
10700,"Albertville, AL",2012-02-01,6.2,83000
45180,"Talladega, AL",2012-07-01,5.3,133000
45180,"Talladega, AL",2012-09-01,5.1,106000
10760,"Alexander City, AL",2013-04-01,2.5,307000
19460,"Decatur, AL",2013-07-01,4.9,118000
22840,"Fort Payne, AL",2013-09-01,7.8,80000
42460,"Scottsboro, AL",2013-11-01,7.7,86000
19460,"Decatur, AL",2014-05-01,5.1,108000
19460,"Decatur, AL",2014-07-01,5.2,115000
11500,"Anniston, AL",2014-10-01,4.8,101000
13820,"Birmingham, AL",2014-12-01,4.0,177000
19460,"Decatur, AL",2014-12-01,5.2,107000
11500,"Anniston, AL",2015-02-01,6.9,87000
45180,"Talladega, AL",2015-08-01,9.9,135000
13820,"Birmingham, AL",2016-04-01,5.0,185000
45180,"Talladega, AL",2016-06-01,8.7,129000
26620,"Huntsville, AL",2016-08-01,3.5,179000
10760,"Alexander City, AL",2016-09-01,12.0,80000
10700,"Albertville, AL",2016-11-01,4.6,119000
19460,"Decatur, AL",2017-06-01,2.5,135000
13820,"Birmingham, AL",2018-02-01,4.5,200000
22840,"Fort Payne, AL",2018-03-01,4.7,120000
26620,"Huntsville, AL",2018-06-01,2.9,216000
19460,"Decatur, AL",2018-12-01,4.3,135000
11500,"Anniston, AL",2019-02-01,5.0,109000
10760,"Alexander City, AL",2019-06-01,3.0,155000
42460,"Scottsboro, AL",2019-06-01,4.9,138000
19460,"Decatur, AL",2019-08-01,2.4,143000
42460,"Scottsboro, AL",2019-09-01,7.3,149000
45180,"Talladega, AL",2019-12-01,5.7,104000
42460,"Scottsboro, AL",2020-03-01,4.6,143000
19460,"Decatur, AL",2020-05-01,2.4,165000
11500,"Anniston, AL",2020-06-01,4.4,122000
26620,"Huntsville, AL",2020-06-01,2.0,250000
42460,"Scottsboro, AL",2020-06-01,3.1,140000
22840,"Fort Payne, AL",2020-10-01,2.4,169000
13820,"Birmingham, AL",2020-12-01,1.8,232000
38220,"Pine Bluff, AR",2012-04-01,8.7,67000
31680,"Malvern, AR",2012-12-01,8.1,78000
31680,"Malvern, AR",2013-04-01,8.6,67000
30780,"Little Rock, AR",2013-05-01,5.6,160000
26300,"Hot Springs, AR",2013-07-01,10.9,156000
38220,"Pine Bluff, AR",2016-12-01,9.7,78000
38220,"Pine Bluff, AR",2017-09-01,6.1,87000
26300,"Hot Springs, AR",2017-10-01,5.1,155000
38220,"Pine Bluff, AR",2017-12-01,4.9,74000
26300,"Hot Springs, AR",2019-04-01,4.4,145000
31680,"Malvern, AR",2019-08-01,2.6,116000
12900,"Batesville, AR",2019-09-01,9.7,73000
30780,"Little Rock, AR",2019-11-01,4.1,174000
30780,"Little Rock, AR",2020-04-01,3.2,176000
12900,"Batesville, AR",2020-08-01,2.3,84000
22380,"Flagstaff, AZ",2012-12-01,5.2,248000
22380,"Flagstaff, AZ",2014-01-01,8.3,249000
38060,"Phoenix, AZ",2014-03-01,4.4,192000
38060,"Phoenix, AZ",2014-06-01,3.5,199000
22380,"Flagstaff, AZ",2015-04-01,4.9,292000
43320,"Show Low, AZ",2016-10-01,8.5,200000
43320,"Show Low, AZ",2019-03-01,6.8,219000
42220,"Santa Rosa, CA",2012-02-01,3.3,295000
42020,"San Luis Obispo, CA",2012-05-01,3.1,379000
11244,"Anaheim, CA",2012-07-01,2.1,439000
31080,"Los Angeles, CA",2012-08-01,2.0,338000
42200,"Santa Maria, CA",2012-08-01,3.3,350000
37100,"Oxnard, CA",2012-10-01,1.4,371000
42220,"Santa Rosa, CA",2012-12-01,1.5,359000
42034,"San Rafael, CA",2013-02-01,2.5,699000
42200,"Santa Maria, CA",2013-03-01,3.2,440000
46020,"Truckee, CA",2013-04-01,1.3,332000
46700,"Vallejo, CA",2013-05-01,1.1,245000
32900,"Merced, CA",2013-06-01,1.8,148000
41500,"Salinas, CA",2013-06-01,2.7,380000
42100,"Santa Cruz, CA",2013-06-01,2.2,520000
33700,"Modesto, CA",2013-07-01,1.7,190000
36084,"Oakland, CA",2013-07-01,1.5,515000
23420,"Fresno, CA",2013-08-01,1.8,184000
42220,"Santa Rosa, CA",2013-08-01,1.7,418000
44700,"Stockton, CA",2013-09-01,2.2,230000
23420,"Fresno, CA",2014-01-01,3.3,185000
17020,"Chico, CA",2014-02-01,3.4,189000
31080,"Los Angeles, CA",2014-03-01,2.5,450000
46700,"Vallejo, CA",2014-04-01,1.6,299000
40140,"Riverside, CA",2014-05-01,2.6,280000
11244,"Anaheim, CA",2014-07-01,2.7,565000
37100,"Oxnard, CA",2014-08-01,2.4,502000
46020,"Truckee, CA",2014-08-01,3.1,358000
12540,"Bakersfield, CA",2014-09-01,3.0,195000
17020,"Chico, CA",2014-09-01,3.1,230000
42220,"Santa Rosa, CA",2014-09-01,1.9,466000
41940,"San Jose, CA",2014-10-01,1.4,750000
46700,"Vallejo, CA",2014-10-01,2.2,314000
42220,"Santa Rosa, CA",2014-11-01,1.7,455000
12540,"Bakersfield, CA",2014-12-01,3.5,194000
46700,"Vallejo, CA",2014-12-01,1.7,309000
33700,"Modesto, CA",2015-01-01,3.3,229000
31080,"Los Angeles, CA",2015-03-01,2.5,480000
41740,"San Diego, CA",2015-04-01,2.2,460000
46700,"Vallejo, CA",2015-04-01,1.7,325000
17340,"Clearlake, CA",2015-05-01,6.5,205000
42034,"San Rafael, CA",2015-05-01,1.9,975000
31080,"Los Angeles, CA",2015-07-01,2.3,505000
46700,"Vallejo, CA",2015-07-01,2.0,334000
17340,"Clearlake, CA",2015-08-01,5.6,196000
32900,"Merced, CA",2015-08-01,3.1,197000
44700,"Stockton, CA",2015-08-01,2.5,289000
42020,"San Luis Obispo, CA",2015-09-01,3.3,500000
42220,"Santa Rosa, CA",2015-11-01,2.5,500000
41500,"Salinas, CA",2016-01-01,4.2,462000
42100,"Santa Cruz, CA",2016-02-01,3.3,683000
42200,"Santa Maria, CA",2016-02-01,5.8,580000
46020,"Truckee, CA",2016-02-01,2.9,370000
17020,"Chico, CA",2016-05-01,2.5,260000
34900,"Napa, CA",2016-05-01,3.9,620000
17020,"Chico, CA",2016-08-01,3.1,260000
11244,"Anaheim, CA",2016-09-01,3.3,625000
31460,"Madera, CA",2016-09-01,3.3,231000
42200,"Santa Maria, CA",2016-11-01,4.0,535000
41500,"Salinas, CA",2016-12-01,3.2,485000
32900,"Merced, CA",2017-01-01,3.2,235000
34900,"Napa, CA",2017-01-01,3.8,639000
41860,"San Francisco, CA",2017-02-01,2.1,1225000
40900,"Sacramento, CA",2017-05-01,1.5,378000
17020,"Chico, CA",2017-07-01,2.5,295000
31080,"Los Angeles, CA",2017-08-01,2.3,590000
32900,"Merced, CA",2017-11-01,3.0,258000
41860,"San Francisco, CA",2017-12-01,0.7,1325000
31080,"Los Angeles, CA",2018-01-01,3.0,575000
42220,"Santa Rosa, CA",2018-01-01,1.9,640000
26300,"Hot Springs, AR",2014-02-01,13.7,105000
26300,"Hot Springs, AR",2015-04-01,8.2,133000
31680,"Malvern, AR",2015-06-01,6.9,80000
